x0,x1,x2,x3,x4,x5,x6,x7,label
2.1135,2.7692,-1.0612,-0.8816,0.6354,0.8867,-0.9857,0.6706,1
-0.5327,0.0165,1.4169,0.8075,0.7959,1.9088,-0.7039,-0.9859,0
1.7779,2.2455,-2.3546,-0.2074,-0.5446,0.7838,0.3524,-0.6007,1
3.0900,3.2233,-0.7685,-0.4930,-2.2254,-1.0907,-0.7425,0.0742,1
-0.9454,-0.5135,-1.2253,0.1711,0.4257,0.4024,0.0124,-1.5411,0
-0.6200,-0.4073,-0.4033,0.0750,1.4255,0.8121,-0.9875,0.6784,0
0.6403,-0.8061,0.8489,-0.1604,-1.4100,0.4552,0.2170,-0.2277,0
-0.0375,-0.7191,0.6101,-0.0435,0.1664,0.3571,-1.1546,-0.8943,0
-2.2099,0.5647,-1.2122,0.1326,0.3710,0.6024,-1.2040,-0.0652,0
1.6703,1.7143,0.9873,0.3375,-1.0051,0.7186,-0.1580,0.5605,0
-0.6328,-0.1729,0.1641,0.2463,0.4937,-0.5792,-1.3433,1.6248,0
2.4893,0.4474,-1.3240,-0.7732,0.5091,1.3411,-1.2129,-0.1243,0
2.6959,3.3646,-0.3436,-1.5638,0.6212,1.1248,-0.0826,0.4052,1
-0.4745,-0.8458,1.0264,0.3875,0.4904,1.5021,-1.0548,-0.5520,0
0.1579,-0.5643,0.7831,-0.1874,-0.9925,0.0658,0.1703,0.9347,0
0.3931,0.4611,0.3203,-0.1882,-0.7162,0.2888,-0.3331,1.6898,0
3.8422,3.1328,0.3785,-0.0880,-1.2611,-0.2162,0.1014,0.2295,1
0.4695,0.9213,-0.6922,-0.6831,1.4509,0.7710,-0.3908,-0.1072,0
2.3973,2.5316,0.4727,2.5350,0.1898,0.6626,-1.6865,-0.4849,1
1.2288,0.4023,-4.3891,0.6740,1.9182,-1.9959,1.5194,-2.7720,0
0.9380,-0.0086,-2.3500,0.4461,1.1508,0.3639,0.5848,-0.4117,0
-1.8614,0.6919,1.7498,1.1296,-1.9879,-1.5149,-0.8460,-1.5930,0
0.0442,0.3934,-1.4303,0.7771,0.6011,-0.5482,-0.1725,-1.9498,0
2.1677,2.5074,0.1687,0.3789,0.2442,-0.2643,0.2862,1.0020,1
-0.0955,0.3176,-0.1862,-0.6468,0.5229,-0.5552,0.3861,0.0283,0
-0.3039,-0.3281,-0.5081,-1.6458,0.3829,0.2315,0.8497,-0.5315,0
4.3954,2.1203,-0.8751,-0.9937,-1.7339,1.5326,1.3711,0.6007,1
1.6039,4.3113,-0.3517,-0.2690,1.4373,0.6589,2.2011,0.2487,1
2.1030,1.8882,-1.8470,-0.2786,1.1446,0.5988,0.0203,-0.9949,1
2.7269,3.5128,0.4307,0.1667,-0.7970,0.8672,-3.1319,0.3828,1
5.0703,0.9916,-0.2414,-0.0079,-0.4626,1.0364,0.4725,0.1523,1
0.7973,0.0168,3.1799,0.1513,0.1953,-1.7105,-0.5435,1.1474,0
1.1645,0.3424,0.0323,1.3707,0.0424,-0.3361,-1.8585,0.4523,1
0.6613,-1.7817,1.1345,0.7657,1.1323,0.5835,0.6537,0.5207,0
0.8685,-1.8188,-1.5011,-0.7360,-0.1298,0.3881,0.3247,1.1171,0
3.6485,1.6276,0.2386,-0.8478,-0.1882,0.3218,-3.4087,2.4112,1
3.0664,1.9043,1.9274,-0.3474,0.1325,-0.4871,1.6520,-0.1050,1
2.6495,3.7038,0.5851,-0.0543,1.1104,2.5385,0.3174,0.1168,1
0.1706,1.3104,-0.5992,-0.2783,-1.5374,-1.1839,-0.5178,-0.0559,0
4.2691,3.0360,-0.9121,-0.7280,1.3747,1.1266,0.0281,-0.4425,1
1.1249,-0.9933,0.3920,2.2727,0.2054,-0.7756,0.4104,-0.4700,0
1.1059,3.2010,1.1178,-0.3109,-0.3772,-0.9616,-0.1499,-0.5624,1
1.4890,4.3922,0.4665,0.5724,0.8834,0.7710,-0.4131,0.2726,1
2.2310,2.9385,0.3417,-0.3827,-1.3293,0.1462,-0.2043,-1.8904,1
3.0077,3.4653,2.5284,-0.3912,-0.5387,-1.1094,0.2086,0.2023,1
1.6887,2.3251,-1.9787,0.9264,-0.7707,-0.0347,-1.4267,-0.5824,1
-0.2796,-0.0113,0.4797,1.4391,0.7327,0.9622,1.4461,0.5697,0
-0.0367,1.0091,1.0730,0.6486,-1.4546,-0.8415,-0.2749,0.7796,0
-0.0213,1.1369,1.3152,1.1992,1.2055,-1.0370,0.4826,-0.6075,0
0.8509,2.2125,1.3247,0.4607,2.0178,0.1772,2.4478,0.1775,1
0.0225,-1.2794,1.1106,-0.5021,-0.6470,1.2812,1.1582,1.1321,0
-0.3622,-0.0510,-0.0599,0.7825,1.5536,0.3681,1.9749,0.8972,0
2.2652,3.3287,1.7059,1.9983,1.1869,0.0257,-0.2167,0.5761,1
4.1740,2.9338,0.4545,0.0514,-0.3279,-0.1621,0.1354,1.7181,1
2.2603,2.5526,-0.8654,0.7166,1.3667,1.6245,0.2034,0.5744,1
2.3464,3.0280,0.3140,0.0583,0.1378,0.4519,-0.2942,-0.2425,1
4.2074,5.2105,-1.2044,-1.2595,-0.9572,-0.1033,0.8958,0.5913,1
0.1720,0.5289,-0.6921,-0.2441,-0.0201,-1.5842,-1.1613,-1.1216,0
3.2641,2.7454,0.6111,-1.8397,-1.4836,0.6632,-2.7787,1.2246,1
0.6767,3.3433,-0.8886,1.0489,3.2082,-2.2732,0.6954,-1.8082,1
2.9268,2.2932,0.1298,-0.9117,0.7805,-1.4484,1.2416,-0.4093,1
-1.4027,1.5949,-0.0673,1.9076,1.2214,-0.7981,-0.0850,0.1210,0
4.0263,2.9375,0.1763,-0.1999,-0.0506,1.3046,0.0037,-0.3950,1
1.9355,1.9462,-1.4021,-0.7504,1.4984,-0.2066,0.7044,-2.4788,1
3.0683,2.3386,-0.4814,0.1810,-0.4958,-2.1239,0.9222,0.2430,1
-0.3139,-0.9662,-1.4699,0.2239,1.6134,0.2032,-1.3828,0.2251,0
2.4467,3.3640,0.6067,-2.9858,0.5452,-1.0035,-1.4217,-0.1885,1
2.9110,0.8593,0.7046,0.7633,0.0470,-0.8676,-0.9794,1.0259,1
0.9888,3.5645,-0.1652,-0.0958,-1.7081,-0.1467,0.6136,-1.3364,1
0.4986,0.0890,-0.6438,0.8547,-2.2023,0.3467,1.6194,1.4399,0
2.8898,2.1983,-0.6358,-0.3029,0.5438,-0.8072,0.7574,2.1332,1
2.4381,1.1556,-1.3447,0.7766,-0.0597,0.8768,-0.5336,0.8306,1
-0.1583,-0.7325,-0.4010,-1.1971,1.9894,-0.0964,0.6445,-0.5369,0
1.4481,2.2661,1.1012,-0.5207,-0.8705,0.1555,0.4990,1.6428,1
0.3538,0.6440,0.7193,-1.1530,-0.9633,-1.0839,-1.3321,0.7955,0
2.7901,2.5795,-2.5927,2.0555,-0.8943,2.0518,-1.4492,-0.8124,1
-2.2028,0.3621,-1.1013,-1.0730,-1.3725,0.7774,0.7115,1.8120,0
1.8143,2.7188,-1.2893,-0.3350,-0.5188,0.4644,1.0170,0.9911,1
1.6572,3.4985,-0.0441,-0.3246,-0.7085,-0.5599,1.7423,0.3074,1
2.6746,2.2378,2.4460,1.3050,-0.7211,-0.2736,-0.2142,0.1459,1
1.7988,2.9388,1.4521,-1.3136,-1.1281,-0.4832,-0.4368,1.9985,1
3.5017,3.4443,-0.2644,-0.2863,-1.4517,0.7817,0.4911,1.2860,1
-0.2108,-0.1418,0.1700,0.8919,-1.4702,0.7361,-0.0205,-1.0586,0
-2.0846,-0.1365,1.4477,1.6747,0.3554,1.9620,-0.0429,0.9533,0
2.0488,1.9854,-0.6775,-2.0605,1.2871,-0.6416,-0.8014,-1.1800,1
2.2956,4.2635,2.0938,-1.6609,-0.3544,-1.0344,0.9883,0.2866,1
-0.6366,0.0726,-0.4774,1.6142,0.5470,0.6698,-2.6669,-0.0668,0
2.0832,1.3261,-1.8471,-0.3134,-1.2015,1.7111,0.2443,-0.7678,0
2.5342,-0.1074,-1.0850,0.0364,0.8457,-1.9413,-0.3812,1.0097,1
1.0485,2.7292,0.0660,1.7144,-0.2301,-0.1716,0.8550,-1.3263,1
-0.2209,-0.4557,-0.1389,0.8484,0.5542,-0.7487,0.1367,1.4904,0
-0.8314,0.1452,-0.1932,-0.0630,-1.6307,1.4108,-0.7744,1.0261,0
-0.6214,-0.6255,1.2131,0.9939,0.2087,0.7612,-0.2886,-0.0084,0
1.8384,3.4041,-0.6934,1.4852,-0.3158,0.0205,0.7587,0.0239,1
-0.2979,-0.0300,0.8938,-0.6629,-0.1262,0.0103,0.8646,-0.0998,0
4.3083,2.3435,-0.2377,-0.1710,-1.3166,-1.0367,-0.5307,1.1358,1
-0.0331,-0.4846,1.2265,1.5512,1.2554,-0.8531,-0.4952,1.8137,0
0.2411,-0.2676,0.7183,1.0073,-0.5714,0.2194,0.9266,-1.1603,0
2.5123,1.3856,-0.9836,-0.5631,0.4771,-0.3220,-0.6484,0.0516,1
1.3530,2.9288,1.1314,-0.0792,-0.2026,0.3734,-2.0285,0.5368,1
5.6019,2.3773,-0.1191,0.7436,1.6453,0.9750,-2.1556,0.5634,1
5.0719,3.1224,-1.1546,0.2818,-1.2807,1.2328,-0.9559,0.0742,1
1.6422,1.9536,1.4862,0.1035,-0.5592,-1.1452,-1.8717,-1.2513,1
2.6120,3.4802,-0.5604,1.5705,-0.7175,-0.2380,-1.0796,0.9908,1
4.5975,0.7382,-0.3462,1.2648,-1.4469,0.5667,1.2215,0.0782,1
0.5503,1.7609,1.9484,-0.0620,-0.5324,-0.9200,0.9770,-1.3718,0
-0.2526,0.1027,-0.5030,0.2798,2.5645,-0.1216,-0.4354,1.0153,0
2.7396,3.9393,0.1647,-0.2484,-1.7837,-1.6197,-1.8357,0.3793,1
-1.3622,1.2556,0.0302,-0.2442,-0.8439,0.6223,-0.8045,-0.9854,0
3.6883,2.8546,-0.2349,0.6414,0.0089,0.3830,-0.8168,2.0704,1
1.9204,4.0560,-0.1889,0.8071,0.7342,1.1469,-0.8406,1.0756,1
1.8464,-0.2587,0.0347,-0.5234,-0.3464,1.7114,-1.0042,-0.9421,0
4.1109,3.1245,2.1204,-0.4504,0.1263,-0.6607,0.1433,-1.7741,1
0.6850,0.3235,-0.0576,-0.3904,-0.8948,0.7277,-1.1711,0.5119,0
4.5745,3.9855,-1.5051,-0.5367,0.4215,-0.0703,-1.3994,0.3853,1
-0.0100,1.9143,-0.2532,1.1680,-1.2671,-1.0280,0.7217,1.0837,0
-0.9574,0.0241,-1.3816,-0.1812,0.8369,-0.4350,-0.2490,-1.1298,0
1.8516,4.2581,0.0729,-1.0023,-0.3148,-1.5974,-1.0142,1.3603,1
2.3575,4.3907,-0.0953,-0.0360,0.6409,-2.6726,0.2049,-0.0490,1
1.4860,0.9647,-1.1337,1.2421,-0.2623,-0.9045,0.1971,-0.2028,0
4.0385,2.8406,0.2057,0.9006,1.0929,0.7836,1.4195,0.6087,1
2.6677,3.7392,-0.0909,0.0332,1.7216,1.6219,-0.0082,-0.4536,1
1.4632,0.8004,0.3156,-0.3219,0.3317,-0.0217,-0.6643,0.1290,0
2.7654,2.1246,0.9038,1.2888,0.9699,-0.2762,0.7558,0.0780,1
1.2643,3.1727,0.1461,2.5935,1.4573,0.7112,0.2492,0.1637,1
-1.0037,-1.7390,-0.8726,-0.0477,-2.1055,-0.5443,-0.2476,-0.2154,0
1.8383,2.1585,1.7239,0.6621,-0.5603,-0.0683,-0.0283,-0.7680,1
1.7309,3.5105,-0.4198,-1.0947,-0.0431,0.1180,-1.9727,-0.0407,1
3.3680,2.9512,2.2298,1.2511,1.4489,2.8001,0.7582,0.1631,1
3.4737,1.9408,0.1077,-0.6477,0.3980,-0.6519,-0.6869,0.4135,1
2.3623,0.5725,-1.4556,-1.1473,-0.8830,0.4144,0.2189,1.0653,1
0.7528,1.0719,0.6084,0.2097,1.0994,0.9194,0.3761,1.2711,0
0.1542,2.2095,-0.3058,1.1527,1.5714,-1.4502,1.4112,-1.1714,1
-1.1412,-0.2343,-0.3182,-1.5584,0.6499,0.6794,1.0540,-0.4335,0
2.4604,2.4696,1.6880,-2.8342,-0.9569,0.0055,-1.0856,-0.2583,1
-0.1261,-0.6577,0.0645,0.6281,-0.2363,-0.4532,-0.1658,-0.0074,0
-1.7403,0.4616,-0.4510,1.2615,0.5911,1.1701,-1.0110,-0.3714,0
-1.2425,-0.7052,1.2521,1.4875,-1.1481,-0.4583,-0.0762,0.5856,0
0.7402,0.8970,0.4896,-1.9490,-0.4468,0.1621,0.4157,-0.1417,1
-0.3658,0.8446,0.2852,-0.6470,0.0377,0.3832,1.7182,0.7863,0
1.2146,-0.6106,-0.5242,-0.2354,-0.1436,-1.0080,1.2659,0.8834,0
2.1943,3.1417,0.2229,0.7198,-1.3443,-0.1457,-0.0580,0.6236,1
1.8716,0.0001,-1.0817,-0.0610,0.0639,1.6837,0.5827,0.0815,1
-0.0324,1.1042,-0.5901,-0.1403,-1.0893,1.4189,0.3925,-0.7075,0
2.3855,3.0097,-0.2507,-0.5345,-0.6543,0.3390,-0.3581,-0.4538,1
-1.3361,0.0776,-0.1812,-0.3216,0.1988,0.7480,0.7016,0.5527,0
-0.2407,-0.5670,-1.0439,-0.5932,0.0197,-0.7863,0.0961,-0.9655,0
0.8390,3.3194,-0.4744,-0.8370,-1.0938,0.4230,1.3749,-0.4031,1
-0.2156,1.0716,-1.8104,1.9669,2.4441,-2.7063,-0.0975,-0.7189,0
2.2352,2.0816,0.8118,-0.1126,-0.9109,-0.1722,0.5148,-1.1837,1
0.8538,4.4927,-0.6424,-0.1374,-0.3978,0.5481,1.7728,0.5799,1
0.9816,1.1159,-0.3990,-0.2682,-1.7220,0.8193,-1.0863,1.4933,1
1.8206,-0.2483,0.4390,-1.2319,0.6237,-0.4982,-1.0872,-0.2893,0
2.0343,2.1748,0.9497,-0.7853,1.7350,-1.3251,1.6154,-1.0165,1
2.4990,2.0098,-0.3437,0.8014,1.4998,1.1905,-0.4049,0.1843,1
-0.7821,-0.9916,-1.1463,-0.4376,0.2496,-1.9118,-0.0464,1.5160,0
1.1219,-0.5852,-1.3969,0.4598,-2.3174,1.1102,-0.2136,1.8313,0
-1.7270,0.9181,-0.1005,-0.3311,-1.3698,0.5957,0.6761,1.7851,0
3.5081,1.9061,-1.0039,-1.3685,1.4732,-0.7782,1.4802,0.5251,1
2.8299,2.1931,0.6607,-0.0155,-0.3692,0.6960,-0.1440,-0.7983,1
0.5998,-0.0640,0.4889,-0.4539,-1.2091,1.7351,1.5466,0.8838,0
2.1122,2.1997,1.3823,-0.3538,-0.6326,1.8722,-0.0477,1.7684,1
1.1016,3.0182,2.0711,0.0298,-0.2640,-1.1678,1.0823,-0.7701,1
2.4052,1.2655,1.5569,1.1549,-0.0316,-1.1541,1.5359,-0.3659,1
-1.1052,-1.7621,-0.6460,-1.4546,-0.6228,0.7444,-0.3754,0.3557,0
-0.7233,0.0652,1.9209,-0.3485,0.3844,-1.5655,1.5201,-0.4772,0
1.0505,-0.1232,0.6116,0.6710,-0.4524,1.0919,-0.7590,0.7779,0
2.1098,2.8496,-0.4620,0.0500,-1.0747,0.2476,0.0442,-0.5402,1
2.4450,2.6340,-0.6164,-0.1288,-1.0056,2.3457,1.0591,0.2731,1
3.6721,0.5207,-2.5577,-0.3993,-1.3786,-0.2366,0.2057,0.9204,1
-1.1383,0.3996,0.0144,0.3475,-0.5198,1.3831,-0.1035,1.7742,0
-0.7904,0.7428,-0.0597,-0.3277,0.6323,-0.2992,-2.6620,-3.0629,0
1.2724,1.2303,1.8873,-0.0175,-1.2926,-0.4196,0.0114,-1.0070,0
4.1486,4.7395,0.4783,-0.0109,-1.2950,1.5464,0.0763,-0.2892,1
0.4812,-0.5857,0.1469,-1.4425,1.0871,-0.1044,1.1588,-0.2011,0
2.3638,1.2877,0.7598,-0.8758,-0.4864,0.0010,0.1212,-1.7061,1
2.2692,3.2952,-0.3783,-0.2247,0.1624,-0.1260,-1.0305,-0.0363,1
0.9941,-1.0512,-0.3745,-1.3816,0.9414,-0.0924,-0.8502,0.0923,0
-1.2036,-1.0335,-1.4601,-1.0668,1.3573,-0.7331,0.4662,-0.8363,0
0.7595,-1.0261,0.0392,0.0529,2.3278,0.6304,-0.5929,0.6850,0
4.6382,0.8704,-0.8425,-0.2369,-0.4171,-0.3328,-1.3042,1.4040,1
1.0774,2.2998,1.0458,-0.0302,-0.9794,-1.3487,-0.2300,-0.7570,1
0.2052,-1.4015,0.8130,0.1155,0.1898,1.4411,-0.4378,-0.7258,0
-0.5478,-0.1925,-0.0910,-0.8307,-2.0231,-0.5609,0.3598,0.1363,0
3.6996,4.4555,0.7593,1.3825,0.7668,1.7099,1.8509,0.9512,1
0.7064,-0.2052,-0.0413,-0.3378,0.6213,-0.7203,-0.1911,-2.3552,0
1.7231,-0.2205,0.4556,1.4578,0.3003,1.4443,-1.2417,2.3974,0
1.0871,0.2092,1.4251,-1.1686,-0.2886,1.4443,-1.8671,0.5605,0
0.5322,1.9692,-1.5830,1.6096,-0.5595,-0.4470,-1.2220,-1.0879,0
0.4035,-1.1123,0.7403,-0.6630,-1.2130,-0.5278,0.3367,-0.2774,0
2.5342,3.1962,1.0824,-0.3101,-1.0442,0.0761,0.4706,-1.4607,1
1.6094,1.7808,-0.2078,-0.7610,0.7070,-1.6051,-1.5797,-0.3339,1
2.3243,1.0454,-0.6067,-0.4010,-0.3933,0.1519,-0.6616,1.4778,1
2.9882,1.6929,0.0945,0.1240,1.2147,-0.6004,0.7673,0.0419,1
3.9916,3.7909,0.1970,-0.2623,0.5066,-0.1805,1.6803,0.0785,1
-0.4056,-0.4596,-1.2130,0.5566,-0.8200,1.0981,-1.2929,0.1272,0
1.1502,-2.1522,2.0183,-0.4253,0.1411,0.5714,0.7261,0.2739,0
3.4974,3.0191,1.7609,0.5223,1.9646,0.9011,-1.8058,2.6111,1
-0.5743,1.4955,0.0268,1.0611,-0.6885,0.6257,-0.2532,1.5790,0
2.9387,3.4359,-2.1641,-0.0856,0.4106,0.2236,0.9612,-0.3659,1
2.5488,3.6812,-2.2787,0.5894,-0.3339,-0.9123,0.3365,1.2275,1
1.0391,-0.1351,0.8757,0.8681,-0.0874,-0.6931,-0.6352,0.8379,0
2.4579,1.4538,-1.6849,0.8318,-0.5468,0.3304,1.2397,-1.3089,1
2.4549,2.3293,0.3797,1.2392,-1.3295,0.5698,1.0315,-0.1864,1
-0.1374,0.4184,0.3448,0.5824,0.5613,-0.9820,0.9903,1.1668,0
0.1861,-1.4942,-0.1147,0.1944,-1.1446,-0.3601,-1.4094,0.6073,0
2.6660,0.8542,0.3515,-0.0565,0.5164,-0.3915,-0.8015,-0.7708,1
1.9618,2.5188,0.1480,-0.1907,-0.4233,-0.3514,2.5077,-0.7707,1
-0.5580,3.2939,0.4210,-1.3800,0.8427,-0.9100,0.9091,-0.2110,0
2.0602,4.1092,0.5664,0.9730,0.4349,-0.4444,0.6114,1.2092,1
0.1347,1.8016,0.8505,0.2120,0.2515,0.1372,-1.2512,-0.0901,0
2.7212,2.0839,0.3377,0.0213,0.7737,0.6631,0.1672,-1.3672,1
4.2907,2.3581,-0.0809,-0.3425,-0.4884,1.5441,1.3860,0.4444,1
-0.1075,0.6191,0.0738,-0.1902,0.3381,-0.4412,0.2523,0.2042,0
3.1029,1.8809,0.7101,-0.9063,-0.5726,-0.5289,-1.0721,1.0157,1
1.5309,1.8011,1.2554,-0.5706,-0.1881,-1.0120,0.8330,0.8467,1
3.2389,3.0375,0.0736,-0.5244,-0.8150,1.2899,0.7648,-0.6933,1
0.0398,-0.3001,-1.1282,0.1777,-0.4155,-0.9525,-1.4791,-1.5638,0
-0.3714,-0.0851,-0.8753,0.6507,-0.0655,0.5769,-0.1829,-0.7871,0
0.1141,-1.2627,0.5394,-0.9371,0.9182,-0.3385,1.0625,-1.1226,0
-0.6778,0.3809,1.1705,1.6666,0.0414,1.8377,-0.2897,1.0988,0
-0.9422,0.4202,-2.3417,-1.1216,0.4667,-1.3124,0.4269,0.9065,0
1.9987,1.5310,-0.4742,-0.9658,-0.1012,0.1021,-0.3060,1.6744,1
1.7806,3.8914,-1.0412,0.0728,1.1831,1.1314,-0.4203,0.5551,1
2.9212,1.9601,0.6159,1.8625,0.4717,0.5664,0.6722,-1.4610,1
0.4602,-1.0168,-0.5899,2.1619,-0.2533,-0.7402,1.1526,-0.9477,0
-0.4474,1.2491,0.0428,-1.5616,0.5440,-0.3965,1.5399,-0.6062,0
3.5512,4.2757,-0.8509,-0.1932,0.3886,-0.8573,0.2703,-0.2249,1
-0.2451,0.0489,0.0713,0.1639,-0.5988,-0.5552,-0.1186,-0.0448,0
2.0612,2.8239,-1.8148,-0.7305,-0.2799,-0.8561,1.6292,0.0189,1
2.6768,2.0168,-0.0158,-1.2153,-0.1698,-0.9370,-0.2774,-2.5599,1
-1.1280,1.4639,0.8304,1.3190,1.3877,0.6730,-0.4529,-1.0373,0
1.1467,0.0646,2.4940,-0.3651,1.9729,-0.1568,1.3360,1.6967,0
-1.0229,-0.4850,-1.0330,-1.2299,0.6671,-0.1966,0.0524,0.5562,0
-1.8574,1.2868,-0.3491,0.5324,0.6207,1.3708,-0.1049,-2.1236,0
0.0571,0.2007,-1.0343,0.1475,-0.3610,-1.3428,0.6715,-0.5637,0
2.0936,2.0374,1.2355,-0.0409,0.0791,-0.4406,0.4629,1.3493,1
3.1479,3.1869,0.6062,-1.3802,-0.8761,-0.2050,-0.7259,-1.0645,1
0.6278,1.1535,-0.2565,-0.0694,-0.7931,0.0789,-0.4338,1.0906,1
2.3384,3.1963,0.2032,-1.4021,-0.0907,-1.2356,-0.1081,-0.7451,1
2.8820,1.1576,0.0147,0.5724,0.9076,-0.7642,0.0178,0.1841,1
1.5471,-1.4813,-0.9111,2.8045,-0.2731,-1.8910,-0.5826,-2.7689,0
0.2409,0.8098,-0.9117,-0.4707,0.9237,-1.7502,-1.3216,-0.2281,0
1.7477,2.2061,-1.2638,0.2143,-0.1492,0.5492,0.2004,0.2067,1
-1.4463,0.4926,-0.3309,-0.1666,1.0483,-0.7194,1.3512,1.4445,0
0.7528,-0.9806,-2.1863,1.0788,0.1114,-0.7452,1.1736,-0.8616,0
2.0758,3.0249,-1.1136,-0.1095,1.0891,0.2111,1.2474,1.1336,1
2.5077,0.1633,-1.1058,0.7633,-1.5503,-0.3267,0.3385,1.4696,1
1.9250,1.8565,-0.0524,0.3509,-0.1542,1.0493,-0.7991,0.1202,1
2.9452,2.0998,0.8397,0.1490,0.7888,0.1941,0.3764,-0.6324,1
-0.6308,1.2244,0.6355,-1.0230,0.1809,-2.3738,-0.5739,0.9610,0
2.3749,2.6179,-3.0164,-0.3923,0.3383,0.4653,0.9624,-0.2103,1
2.3343,1.1679,-0.2045,-1.2616,-1.8479,-1.0852,1.5087,-0.2706,1
2.7199,1.9865,-1.7906,0.9361,-2.1722,-0.5548,-0.0546,0.2305,1
1.7735,0.6620,-0.8011,-0.7488,-0.7731,0.9701,-1.2136,0.3010,1
2.6583,3.4605,-0.1331,0.7911,-0.1722,0.4344,-1.5029,-2.6383,1
0.3775,0.4312,0.4755,-0.5249,1.4897,-0.4599,0.4209,0.5946,0
1.7187,-0.3170,-0.6532,-1.4981,1.5524,0.4214,0.4531,3.1167,0
0.3250,-1.3023,-0.1959,-0.9748,-0.3959,-0.4026,-0.5870,-1.3933,0
1.5925,0.2988,-0.2255,0.7576,0.4711,0.2757,0.6850,0.1339,0
0.6702,0.7531,0.1627,-0.2204,1.5304,-0.4779,0.3913,0.4139,0
-0.6096,-0.8078,-0.3539,-0.4922,-1.4581,-0.6515,0.2662,1.2659,0
3.0544,-0.0995,0.6413,-0.5582,0.4531,-0.0141,-0.1927,-0.1022,1
2.4776,3.8444,-0.0197,1.0855,0.9399,0.6670,-1.7866,1.1166,1
2.0421,3.2157,-0.9725,-1.1851,1.9764,-0.9570,1.1461,0.1184,1
2.0799,2.4552,-1.3011,-0.0138,-1.0827,-0.3954,0.9253,0.2542,1
1.0178,3.3515,-0.0071,-0.5422,0.7467,-0.1672,-1.1657,1.8478,1
2.4827,2.4186,-0.4051,1.1800,-0.5249,-1.5450,-0.6787,1.3268,1
0.8321,-0.2550,1.3733,0.7479,-0.2666,-0.1659,0.3293,-0.8319,0
2.5045,2.8085,-1.6870,-0.1893,-0.3031,1.0281,-1.8445,-0.3815,1
-0.4818,0.9601,-0.0435,1.7961,0.6622,-0.4102,0.2397,-0.3541,0
0.8594,-1.3322,-0.8237,0.4557,1.2258,-2.2020,1.3745,-0.1401,0
0.6161,-0.5017,-1.5294,-0.0197,-0.0659,0.6332,-0.5495,-1.1080,1
2.0869,2.5336,0.2308,-0.7892,0.9014,-0.6214,-0.8697,-0.5424,1
1.0748,-0.1328,-0.6945,0.9261,2.1427,0.2097,1.2338,1.0361,0
-0.6056,0.0266,-1.2825,-0.2049,-0.6262,-0.4029,-0.7499,-0.2871,0
0.5322,-0.1195,-1.8644,-0.7461,-1.5194,0.2441,0.5033,0.2565,0
-0.7874,0.2469,-0.4701,-1.1382,0.7419,0.8180,0.9489,-0.6083,0
1.1794,-0.4936,0.6535,-0.5109,-0.2240,-2.4212,-0.3019,0.0911,0
2.0900,4.2562,-1.1625,-0.5636,-0.9049,-0.5638,1.0314,1.4780,1
1.7992,1.7770,-1.1571,1.3063,1.1210,-0.1060,-1.3961,-1.3067,1
2.6706,3.0493,-2.0661,-0.3213,1.6183,-0.2175,1.4896,0.6490,1
1.4157,2.2073,-0.1287,-0.9525,-0.9699,1.5068,-0.9774,1.0784,1
2.0635,2.4744,0.5618,-0.5986,0.5679,-2.0464,0.4397,-2.4685,1
2.2732,3.3542,0.6223,-1.2984,-1.1697,-0.6887,0.1862,-2.0319,1
-0.0132,0.3114,-0.2830,0.5253,0.2237,-0.5417,-1.9362,0.1334,0
-0.9531,-0.5783,0.4791,1.4173,-0.0381,0.5541,-1.4445,0.2455,0
2.4401,3.7292,-0.5405,-0.2416,1.0588,-0.0920,-1.1088,2.5516,1
-1.0786,-0.0647,0.3467,0.2676,-0.1897,-0.1848,-0.2349,-1.1159,0
2.1502,-0.2200,0.5969,-0.3347,-0.3548,-0.4554,-1.5498,-0.1606,0
-0.4070,1.1715,-1.1967,-0.5771,-0.8984,1.4425,-0.8694,0.5623,0
3.4702,2.3539,-1.3768,-1.3642,0.8598,-1.2606,0.3920,0.1143,1
0.3771,0.4716,-0.9337,-0.9755,0.7149,-0.6293,-2.7501,0.6488,0
1.4637,2.9671,1.3928,0.0168,0.9958,0.1538,1.5874,-1.0621,1
-0.0082,0.6732,-0.1904,1.1522,-0.4320,2.0694,2.1222,0.2821,0
0.5526,1.1917,-1.1872,-1.3120,1.2564,0.2740,-0.2265,0.0111,0
-2.3860,-0.1906,-0.7530,0.9181,0.9950,0.5767,0.3955,-1.4973,0
0.5906,0.6294,1.2452,2.1182,-1.6926,-0.3885,-0.7423,0.1725,0
2.5134,2.2659,1.0276,-1.1014,-1.0411,-1.0242,-0.3603,-1.2286,1
-0.0486,-0.1655,-0.7865,0.8738,-0.0595,1.0626,-0.1950,-0.0242,0
-0.5628,-0.0070,0.7122,-0.4113,0.5184,-0.8127,0.7591,-0.5799,0
3.3517,2.5610,1.5210,-1.1541,-1.4762,-0.6162,-1.3846,-1.3827,1
3.1216,2.4958,-0.4797,-0.3870,-0.5972,1.6504,-0.7355,-1.3221,1
0.7961,-0.2158,2.0388,-0.5262,0.8460,1.0822,-0.5213,-0.7429,0
3.2414,3.0749,-1.4106,-1.1284,-2.5364,0.5954,-0.2618,-0.1622,1
0.8086,1.4019,-0.4780,-0.6723,0.1178,0.5835,2.2696,-0.0200,1
